title,combined_score,topic_label,topic_module_count,avg_similarity,max_similarity,best_module,description
Mechanical Technician,0.292149607218841,"patient centric solutions, pharmaceutical solutions passionate, cqv quality compliance",3,0.24643701055428302,0.42241946953109344,BN2105 – Medical Device Life Cycle Management,"Job scope: Apply specialized knowledge to implement and maintain pharmaceutical or biological processes Calculate, organize, and document data for standard process flow sheets, including instrumentation and control aspects Assist in process and unit operation modelling Operate processing equipment following correct sequences, specifications, and instructions Conduct basic tests and measurements during production to monitor variables such as temperature, density, pressure, and viscosity Perform maintenance, troubleshoot, and resolve standard engineering issues in existing processes or equipment Adhere to established processes and procedures to ensure regulatory compliance"
Biotechnologist/QA Lab Analyst (1-Year Contract | Leading Pharma MNC) #HTJ,0.2914962369794305,"patient centric solutions, pharmaceutical solutions passionate, cqv quality compliance",3,0.21958565218254839,0.4728553350775103,BN4304 – Engineering Strategies for Gene and Cell Manufacturing,"Location: Tuas Company: Leading Pharmaceutical MNC Job Scope: Perform functions associated with cGMP manufacturing operations within the biologics production facility, including working with engineers in set-up and caliberation tasks, as well as performing reword and quality testing related to the production of parts, components and final materials Uses programs like LIMS, SAP, automated control systems to collect and evaluate operating data, which can be used to conduct on-line adjustements to products, insturments or equipment Develop methods and procedures to control or modify the manufacturing process Requirements: Minimum Diploma / Degree in related field No experience required, job training will be provided Internship / Exp in pharma industry will be an advantage Interested candidates, please forward your resume to jalenetan@recruitexpress.com.sg Jalene Tan Outsourced Team Recruit Express Pte Ltd, EA License No.: 99C4599"
Senior/ Occupational Therapist,0.29130272357905734,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.16939865053396608,0.390443589554627,BN4103 – Assistive Technology for Persons with Disability,"Location: Tampines Care Home/ Senja Care Home The Senior/ Occupational Therapist develops and provides the rehabitative care and services based on the care model, to residents of the Nursing Home(s). You will work with the residents of the nursing home to achieve optimal independence by improving and restoring their abilities in self-care, daily living, work and leisure. You will also provide functional, physical, cognitive and psychosocial assessments to understand their rehabilitation needs and set realistic goals with them. This may include training of daily activities, home assessment and modification, leisure exploration and work rehabilitation and working with the residents to help them reintegrated back to the community and return to their life roles. You will also educate and provide training for family members and caregivers on care-giving skills. Clinical Care  Assess, evaluate and identify rehabilitation needs of residents; formulate/develop and implement appropriate individualised occupational therapy programmes to facilitate, restore, improve or maintain their abilities to perform self-care, work, leisure activities and meaningful life roles.  Evaluate, monitor and review treatment on a regular basis to document needs and progress of service users and ensure that treatment is appropriate and effective.  Evaluate and prescribe assistive devices to improve function in activities of daily living as required by residents.  Maintain good communication and liaise with various disciplines involved in the rehabilitation process and refer residents to respective professionals for consultation and appropriate intervention Training & Development  Guide, supervise and train occupational therapy students, therapy assistants, junior staff, caregivers and volunteers on their performance of duties and implementation of programmes, to ensure safe and effective treatment of residents.  Provide training for caregivers in preparation for residents' discharge back into the home environment. Administration  Maintain database/records of all residents to provide evidence-based treatment with accurate and appropriate documentation. Ensure that proper documentation is made for all treatment rendered to residents.  Any other duty as assigned by the Rehab Manager or Director of Nursing Requirements: Diploma/ Degree in Occupational therapy recognised by the Singapore Allied Health Professional Council. Preferably 1 to 2 years of experience, with experience in rehab services, nursing homes or hospitals Fully Registered Therapist with the Singapore Allied Health Professional Council preferred We regret to inform that only shortlisted candidates will be notified."
TCM Physician/Therapist Trainer,0.290862784516088,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.18880416774475642,0.3494328598181997,BN3101A – Biomedical Engineering Design,"Job Description: We are seeking an experienced and dynamic Trainer. The ideal candidate should possess a solid foundation in TCM principles, coupled with expertise in delivering effective training programs for healthcare professionals. As a TCM Physician/Therapist Trainer, you will be instrumental in enhancing the clinical and therapeutic skills of practitioners through targeted training initiatives. Job Responsibilities: - Develop, design, and implement specialized training programs for TCM physicians and therapists. - Create engaging and interactive training materials tailored to the specific needs of the participants. - Integrate hands-on exercises and case studies to enhance real-world application. - Innovate and update training curriculum to align with industry best practices. - Implement quality assurance measures to assess the effectiveness of training programs. Job Requirements: - Preferably Bachelor's Degree in TCM or equivalent related qualification. - Additional certifications or qualifications related to training and education are a plus. - Proven experience in designing and delivering effective training programs. - Strong verbal and written communication skills. - Flexible approach to training methodologies, accommodating different learning styles."
Automation Engineer,0.2900695263043519,"patient centric solutions, pharmaceutical solutions passionate, cqv quality compliance",3,0.24517077843018226,0.41455152920684946,BN2201 – Quantitative Physiology for Bioengineers,"Job Description: Contribute to Life Science projects for Antaes Asia clients. Lead the review, closure, and follow-up of I/O and Loop Check qualification protocols. Identify and track discrepancies found during loop checks (e.g., wiring errors, signal scaling issues, or hardware faults) and drive them to closure with the electrical and instrumentation (E&I) teams. Ensure that every physical instrument correctly communicates with the DeltaV system according to the P&IDs and Functional Specifications. Execute qualification deliverables for DeltaV coding, including Phase Logic, Module testing, and Graphics verification. Perform on-site software testing and dry runs during the Water Batching/Startup phases to ensure code aligns with process requirements. Manage software versions and formal Change Controls during the transition from the ""build"" phase to the ""validated"" state. Author and manage Pre-Execution documents (e.g., Test Scripts, User Requirement Specifications, Functional Design Specs). Compile post-execution summary reports, ensuring all ""As-Built"" documentation is accurate and compliant with Data Integrity standards. Maintain the automation validation master file to be ready for regulatory inspections (FDA/EMA). Contribute to the promotion of Antaes services on top of assistance provided to clients. Job Requirements: Bachelor’s Degree in Chemical, Electrical, Biomedical, or related Engineering field. 2–5 years of CQV experience in the pharmaceutical industry Strong understanding of GAMP 5, S88/S95 standards, and 21 CFR Part 11 Direct experience with Emerson DeltaV. Ability to manage multiple ""open loops"" and drive vendors/contractors to document closure. Candidate must be highly motivated, be able to work independently as well as in a team and have good organizational and oral and written communication skills. Excellent communication skills, both written and verbal, in English - to coordinate and liase with English speaking counterparts."
Osteopath,0.2899615673577128,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.18103183244405086,0.3604714446277348,BN3202 – Musculoskeletal Biomechanics,"Associate osteopath required for a busy, multidisciplinary clinic. The applicant should be highly motivated and willing to work hours that are appropriate to such an environment. The applicant must be able to integrate within the team of practitioners and be happy to involve themselves in patient discussions, practice meetings as well as correspondence, and other ongoing activities that build a strong professional network. Regular CPD sessions and training are available to partake of, as the continued development of skills would be expected. A minimum commitment of two to three years is preferred by anyone willing to join us. The candidate will ideally be able to start in the near future. The patient mix will suit a combination of structural, cranial, and pediatric osteopathic skills. Above all, a good attitude and great interpersonal skills are essential. If this sounds like the kind of working environment you would thrive in, please email your CV and cover letter to management@cityosteophysio.com"
Physiotherapist,0.2892735534184675,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.17461427509601307,0.36986648962758395,BN3202 – Musculoskeletal Biomechanics,"This position will be reporting to Principal Physiotherapist and work hand in hand for providing day to day management and leadership of assigned team of therapy services in the Therapy Department. Job Description The typical responsibilities of a physiotherapist include: Clinical Care Is responsible for compliance of all therapy standards as stipulated by the Ministry of Health and Allied Health Professions Council (AHPC) Assess, plan, implement, evaluate and document therapy needs of residents to facilitate, restore, improve or maintain movement/function for all new admissions. Review and update plan 6 monthly or more frequently as needed Provide leadership to the therapy staff to ensure safe and quality resident care, and in compliance to standards. Is responsible for the supervision, evaluation and disciplining of staff in her/ his team Promote evidence-based practices on therapy services Ensure written policies, procedures and work process are available and up to date to guide therapy services Evaluate and ensure that therapy services are being delivered in accordance to policies, guidelines and procedures Assist in the implementation of resident’s discharge plan to ensure smooth transition back to the community Provide training for caregivers in preparation for resident’s discharge back to the community. Monitor therapy service quality performance indicators and develop action plan for continuous improvement. Quality Review and update therapy services workflow, policies and procedures Ensure team members are familiar with the Standard Operating Procedures (SOP) and all emergency protocols Work with nursing team, other allied health professionals and support care team to coordinate, conduct and facilitate quality improvement initiatives and continuous improvement projects Maintain systematic inventory control and maintenance of equipment to achieve optimal utilisation and ensure equipment is safe for use Coordinate, manage and evaluate therapy services to ensure the provision of safe, effective and quality care to residents Training & Development Direct and facilitate therapy aides’ development, skills and competency upgrading through various opportunities Teach, mentor and supervise therapy aides in performing the various prescribed therapy services Conduct regular and on-going assessment of therapy aides’ competencies to ensure achievement of targets set and/or expected competency levels Orientate and appraise newly joined staff members during their induction Assist the Principal Physiotherapist in identifying, planning and making decisions to meet training and developmental needs of therapy aides Administration Utilise performance management and counselling skills effectively to motivate staff to perform at their optimal level and ensure care delivered is in compliance to standards of practice Ensure the safe storage of all confidential files, records, documents; and that residents confidentiality is maintained at all times Ensure that effective and cooperative working relationships are maintained within the Therapy team, and between internal and external customer groups Maintain an inventory list of therapy equipment and ensure regular maintenance is done Job Requirements Registered as Physiotherapist with the Allied Health Professions Council (AHPC) A team player and able to work independently Good interpersonal and communication skills Good organisational, management and problem-solving skills Minimum 1 year experiences or above. For Senior PT position: At least 5 years of Physiotherapy experience in health care setting Minimum Diploma in Physiotherapy or above Able to converse in Mandarin to communicate with our Chinese speaking residents will be an advantage Experience with elderly patients is an advantage"
R&D Manager,0.2886049793201817,"patient centric solutions, pharmaceutical solutions passionate, cqv quality compliance",3,0.24602862571896497,0.40551309970843297,BN2105 – Medical Device Life Cycle Management,"R&D Manager (Membrane Technology) Location: Singapore Employment Type: Full-time, On-site Role Description We are seeking an experienced and hands-on R&D Manager to lead and support the development of new membrane products and continuous improvement of production processes. Based in Singapore, this role plays a critical part in translating laboratory research into scalable, high-quality membrane solutions. The R&D Manager will actively conduct and oversee experimental work, membrane characterization, material qualification, and technical evaluations. This role requires close collaboration with the technical and production teams while ensuring compliance with laboratory safety standards and best practices. Key Responsibilities Lead and support R&D activities for new membrane product development and production process improvements Plan, conduct, and supervise experiments for membrane characterization and performance evaluation Perform and support qualification testing for raw materials and finished products Analyze experimental data and provide technical recommendations for product optimization Conduct literature reviews and technical research relevant to membrane technology and product development Prepare R&D reports, documentation, and progress updates for internal stakeholders Work closely with cross-functional teams including production, quality, and engineering Ensure strict adherence to laboratory safety protocols , SOPs, and best practices Support and undertake other R&D-related tasks as assigned by the company Qualifications & Requirements Bachelor’s Degree in Chemical Engineering, Environmental Engineering, Chemistry , or a related discipline Strong analytical, troubleshooting, and problem-solving skills Ability to work effectively both independently and in a collaborative team environment Hands-on experience in membrane technology is a strong advantage Experience in laboratory testing, data analysis, and technical reporting Familiarity with industrial R&D or manufacturing environments is preferred"
Physiotherapist (Home Therapy),0.2879468418187221,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.16240730039717732,0.38764688102652856,BN4103 – Assistive Technology for Persons with Disability,"• Conduct assessments, evaluations, and develop person-centered treatment plans. • Provide therapy for clients with diverse conditions and disabilities. • Participate in research, quality improvement, and collaborative projects. • Support new initiatives, protocols, and training for staff and healthcare professionals. • Ensure adherence to clinical protocols and service standards. • Build the department’s profile through interdepartmental collaboration."
Project Cleanroom CQV Engineer,0.28791171287696665,"patient centric solutions, pharmaceutical solutions passionate, cqv quality compliance",3,0.19620025235954247,0.5017035142112027,BN2105 – Medical Device Life Cycle Management,"About No deviation At No deviation, we are dedicated to delivering patient-centric solutions that revolutionize the pharmaceutical landscape. As a dynamic expert in engineering consultancy, Commissioning Qualification Validation (CQV), and Quality, Compliance, and Regulatory services, we are looking for individuals who are excited to contribute to impactful projects and drive innovation. We believe that great things happen when Empathy, Integrity, and Transparency guide our actions. That's why we foster a culture of collaboration, inclusion, and continuous development – empowering our team members to grow personally and professionally. Position Overview The Project Engineer – Cleanroom CQV is responsible for planning, coordinating, and executing commissioning, qualification, and validation (CQV) activities for GMP cleanrooms within a project environment. This role ensures that cleanroom systems are designed, constructed, commissioned, and qualified in compliance with regulatory and GMP requirements, and are successfully handed over to operations in a state of operational readiness. Key Responsibilities Execute IQ / OQ / PQ for cleanrooms and controlled environments, including architectural elements such as walls, ceilings, doors, and finishes Coordinate and support cleanroom readiness activities, including walkdowns, punch-list management, and closure Support cleanroom startup and operational readiness activities Support project schedules related to cleanroom CQV milestones Participate in design reviews, risk assessments, and constructability reviews Coordinate with contractors and vendors during installation completion, commissioning, and qualification activities Support FAT / SAT activities where applicable Coordinate or support cleanroom performance testing, including airflow visualization (smoke studies), air velocity and airflow uniformity, particle count testing (ISO 14644), room recovery, and pressure differential testing Ensure testing results are documented, reviewed, and approved in accordance with GMP requirements Prepare, execute, and review cleanroom risk assessments, IQ/OQ/PQ protocols and reports, change controls, and deviations Ensure CQV documentation is complete, traceable, and inspection-ready Support internal and regulatory inspections related to cleanroom CQV scope Work closely with project management, engineering, QA, validation, operations teams, and external vendors Support the handover of qualified cleanrooms to manufacturing or QC operations Required Qualifications Diploma or Bachelors degree in Engineering (Mechanical, Chemical, Building Services), Facilities or Environmental Engineering, or a related discipline 3–10 years of experience in cleanroom CQV or validation roles within pharmaceutical or biotechnology projects Hands-on experience executing cleanroom IQ/OQ/PQ activities Experience coordinating environmental performance testing Project-based experience on greenfield and/or brownfield projects is strongly preferred Why join us? Generous Leave Policy. Comprehensive Health & Wellness Coverage: Receive robust medical and dental coverage to support your health needs. Professional Development Opportunities: Access continuous learning programs and resources for career growth within the company. Inclusive Culture: Work in an environment where innovation, collaboration, and diverse perspectives are encouraged and celebrated. Shape the Future: Make a real difference in the pharmaceutical industry while advancing your career. How to apply Are you ready to play a key role in shaping the future of pharmaceutical solutions? If you're passionate about making an impact, we want you on our team! Please submit your resume, outlining your qualifications and experience relevant to the role, here."
Electrical Engineer [SL],0.28786860039089723,"materials equipment subcontractor, materials installations suppliers, equipment subcontractor",3,0.19020890705675722,0.5134706423864261,EG3612 – Vacation Industrial Attachment,"Demonstrate strong site problem-solving and coordination skills to clients. Particularly in design and compliance with building services codes of practice. Ensure materials and installations by suppliers and subcontractors comply with the ISO quality plan. Coordinate, monitor, and control suppliers’ materials, equipment, and subcontractor installation quality. Prepare shop drawings and manage drawing coordination. Develop work schedules and attend client and internal meetings. Assist the Manager in daily site operations in accordance with master planning, quality, and safety requirements. Maintain close coordination with the main contractor to minimize rework. Control site materials and equipment to reduce wastage. Communicate closely with suppliers and subcontractors to minimize delivery delays affecting progress. Inspect materials and installations to identify and prevent non-conformance and defects. Explore new technologies and installation methods to enhance productivity. Monitor site progress closely and ensure clear communication with suppliers and subcontractors. Requirement Diploma in Electrical Engineering or equivalent. Preferable 3-5 years relevant experience. We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers. EA License No: 20C0270 EA Personnel No: R22110981 EA Personnel Name: Law Mei Fong"
Occupational Therapist (Community/ Islandwide) (ID: 685080),0.2872485929666522,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.16087574324552428,0.3872187510694851,BN4103 – Assistive Technology for Persons with Disability,"• Mon – Fri, 8:30am – 5:30pm • Dynamic working environment • Opportunities to growth Responsibilities: • Visit clients in their homes to provide occupational therapy services. • Assess clients' needs, create care plans, and deliver personalised therapy. • Work closely with caregivers, internal teams, and external partners to support client well-being. • Keep accurate and timely records in line with professional and organisational standards. • Monitor and evaluate client progress to ensure quality care. • Coordinate part-time (locum) occupational therapy services when needed. • Lead and support a team of Healthcare Assistants providing home care services. Requirements: • Degree in Occupational Therapy from a recognised institution. • Fully registered with the Allied Health Professions Council (AHPC), Singapore. • At least 2 years of experience in a hospital or community setting. • At least 2 years of leadership or supervisory experience. • Comfortable delivering therapy in clients’ homes and adapting to different environments. • Organised, detail-oriented, and able to manage time well Interested candidates who wish to apply for the advertised position, please click on “Apply Now”. Alternatively, you may email us an updated copy of your resume EA License No.: 01C4394 (PERSOL SINGAPORE Pte Ltd) We regret that only shortlisted candidates will be notified. By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOL Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolsingapore.com/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy."
Senior/Occupational Therapist (PDS) - hybrid arrangement,0.28682232593495943,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.14970300525311217,0.4074328918958455,BN4103 – Assistive Technology for Persons with Disability,"Job Responsibilities Provide occupational therapy assessment and intervention for persons with dementia and their carers. Conduct case assessment and formulate individualised care plan for the person living with dementia and carers to live well with dementia. Provide case management and implement intervention such as psychoeducation, supportive counselling and service linkages. Provide occupational therapy consultation, training and support to relevant members of the care team, family carers, and domestic helpers. Adopt a transdisciplinary approach to care and work with multi-disciplinary team members for better care outcome. Document session recordings and relevant documentation pertaining to case. Participate in team meetings and case conference as required. Assist in preparation of data and statistics for programme evaluation and funder reporting. Facilitate group work with carers. Support outreach events and talks. Carry out any other duties and responsibilities as and when assigned. Requirements Diploma/ Degree in Occupational Therapy recognised by the Allied Health Professionals Council (AHPC). Senior position may be considered; Has obtained full registration with AHPC; At least 2 years of professional practice experience; Preferably 2 years of clinical experience. Experience working in dementia care, geriatrics or mental health settings preferred. Excellent in person customer service skills and listening skills with positive attitude. Observe strict confidentiality on all information; obtain and respect the privacy of all clients and their families, and co-workers in Dementia Singapore."
Production Lab Assistant,0.2859887585011609,"patient centric solutions, pharmaceutical solutions passionate, cqv quality compliance",3,0.2433117638649661,0.39786571932132675,EG3612 – Vacation Industrial Attachment,"Monday to Friday 8.30am-6pm Full Time Position Duties: 1. Help with consolidating external Lab result. 2. Conducting in-house QAQC test for our finished product. 3. Trial mix for awarded projects. 4. Assist in preparation of lab reports and experiment 5. Assist in filing of documents and paper works 6. Assist Lab Supervisor in timely manners Requirements: - Comfortable to work in a non-aircon environment *Training Provided Interested Applicants, please click Apply Now Chow Zi Qing R2199258 Revup Proservices Pte Ltd EA.24C2366"
Therapy Assistant (North-East/Community/Up to $2.6K) (ID: 683741),0.2854312900532042,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.1754941768611305,0.3488953692710327,BN3202 – Musculoskeletal Biomechanics,"Responsibilities: •	Provide therapeutic and care support to clients •	Perform vital signs monitoring and, when required, assess pain levels before and/or after exercises or activities •	Assist the therapist in supporting clients •	Facilitate both physical and virtual exercise sessions •	Conduct maintenance programs, including physical, recreational, and other planned activities •	Manage and coordinate client visit schedules using a weekly planner Requirements: •	Minimum GCE O/N level •	WSQ Higher Certificate in Healthcare Support/Therapy Services or equivalent •	Experience in healthcare/community care setting would be an advantage •	Manage and coordinate client visit schedules using a weekly planner •	Capable of working both independently and part of a team Interested candidates who wish to apply for the advertised position, please click on “Apply”. We regret that only shortlisted candidates will be notified. EA License No.: 01C4394 (PERSOL Singapore PTE LTD) By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOL Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolsingapore.com/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy."
Therapy Support Associate,0.2847453306329537,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.15163703947879406,0.39317984693445296,BN4203 – Robotics in Rehabilitation,"Job Description Assist in fulfilling the mission and vision of St Luke's ElderCare. Assist the therapists in physical treatments and administrative duties. Clinical Duties To follow & maintain the standard of clinical practice To assist in implementing prescribed exercise programme and conducting group therapy To feedback on patient's progress (reporting) To communicate with patient at professional level To communicate with therapist at professional level To attend to two patients simultaneously if required To be responsible for coverage of service to assigned ward(s) or out-patient unit Non-Clinical Aspects To be able to work in the Rehabilitation Team and provide feedback on department process and operation issues To coordinate matters related to equipment maintenance & repair (external) To assist in maintenance and repair of exercise equipment To liaise with Support Service Department for equipment maintenance (internal) To maintain equipment on the ward trolleys (if applicable) To ensure tidiness and cleanliness of all therapy areas (PT gym, OT ADL area & UL room) To report on the loss or damage of any rehab equipment Administrative Duties To maintain department library To maintain department inventory To provide administrative duties e.g. filling document, assists in statistics. To help out in photocopy & dispatch of documents To be responsible for daily billing as applicable To participate in departmental meetings To replenish supply of assessment forms & exercise handouts Education and Requirements To participate in basic therapy assistant training course To participate in ongoing education or upgrading program for therapy assistants To be involved in orientation program for new therapy assistants To participate in supervision and mentoring program for therapy assistants Degree/Diploma in Physiotherapy/Occupational Therapy from a recognised university Preferably with relevant therapy working experience."
"Permanent Physiotherapist (Nursing Home, Jurong East + Yishun)",0.2845938179738507,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.15750444732379573,0.38068746794893465,BN4203 – Robotics in Rehabilitation,"We are actively hiring for a client in a Nursing Home setting in Singapore and we wish to invite interested therapist to apply the role. Job Code: SNHW/29/01/PT Permanent Senior Physiotherapist Assess patients' physical conditions and develop tailored treatment plans. Use manual therapy, therapeutic exercises, and specialized equipment to aid recovery. Educate patients on injury prevention, posture correction, and lifestyle modifications. Collaborate with doctors, occupational therapists, and other healthcare professionals. Monitor patient progress and adjust treatments as needed. Maintain accurate records of patient assessments and treatment plans. Stay updated with the latest physiotherapy techniques and best practices. Project Schedule FY2026 5 full days per week (8 am - 5.30pm) The Physiotherapist is expected to provide support at each facility on alternate days (Jurong East & Yishun) Bachelor or Masters in Physiotherapy Must be a Fully Registered AHPC ( Singapore ) Drop in your CV to: hr@pacificrehab.com.sg Or WhatsApp 8022 6814 Quick SIGN UP here : https://form.jotform.com/250558451726461"
Quantity Surveyor,0.283358847869915,"materials equipment subcontractor, materials installations suppliers, equipment subcontractor",3,0.2032099744182861,0.46491974505845746,EG3612 – Vacation Industrial Attachment,"Prepare detailed cost estimates for MEP (Mechanical, Electrical, Plumbing) projects; Analyze and evaluate project specifications and drawings to determine the scope of work and associated costs; Assist in the preparation of tender documents and participate in the procurement process; Evaluate subcontractor and supplier bids, ensuring competitiveness and adherence to project requirements; Generate regular cost reports to keep stakeholders informed of project financial status; Other duties as assigned. We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers. EA License No: 20C0270 EA Personnel No: R22110981 EA Personnel Name: Law Mei Fong"
[LESS clinical flexible shifts!] Locum Senior Occupational Therapist (Community Care) @ West [UP $70/h] #HJCT,0.2830249671988993,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.16338895383320637,0.3610742010553564,BN4103 – Assistive Technology for Persons with Disability,"Salary: Up to $70/h Office hours Flexible shifts and days Job scope: • Review the suitability of referrals to the Community Care Occupational Therapist within set criteria • Review and discuss cases which are escalated by nurses, doctors and allied health. • Screening and referral of potential cases (discharged from Inpatient) to Community Care Team (CCT) • Conduct home visits, telehealth consults, SOC and Community Health Post (CHP) visits to assess and manage OT related issues. • Provide individualized OT assessment together with appropriate prescriptions and recommendations to patients and caregivers as required • Act as resource person on issues regarding occupational therapy for the multidisciplinary team when applicable • Educate community care healthcare workers on screening for OT related needs (eg. ADLs, cognition) of patients and appropriate interventions, where applicable • Ad-hoc sharing / case study presentation at CCT’s Journal Club sessions • Developing and planning new service areas / programmes in community space. • Involvement in any other administrative duties as required, including capturing workload and NGEMR related matters. TELE me at @stefanielohwm or WA me at https://wa.me/+6591728493 NOW! Interested candidates please submit your resume to healthcare12@recruitexpress.com.sg Jace Choo Oi Kei Personnel EA License No.: R1875164 Recruit Express Pte Ltd (EA Licence No.: 99C4599)"
Project Engineer (Construction),0.28270055188629983,"materials equipment subcontractor, materials installations suppliers, equipment subcontractor",3,0.19188543692961943,0.4842773401177147,EG3612 – Vacation Industrial Attachment,"Manage projects and programs, overseeing manpower supervision. Collaborate with the Project Manager to implement necessary actions based on inspection reports, ensuring clear and accurate execution. Maintain a log of inspections, actions taken, and re-inspections to track rectified non-conformities. Submit shop drawings and material samples for review, ensuring they meet project specifications. Assist the Project Manager in planning and allocating labour, materials, plant, transport, and equipment. Organize the activities of Site Supervisors and their workforce, aligning with project requirements. Monitor health and safety protocols on projects to ensure compliance with local regulations and safe working practices. Ensure that projects stay within the budget for labour and materials as outlined by the Project Manager. Inspect site progress and productivity, documenting and submitting progress claims for certification and payment. We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers. EA License No: 20C0270 EA Personnel No: R22110981 EA Personnel Name: Law Mei Fong"
"Equipment Validation Engineer - Pharma MNC, 5 Day Office Hours, UP TO $6K++ #HXY",0.28248480716974933,"patient centric solutions, pharmaceutical solutions passionate, cqv quality compliance",3,0.23502443790595115,0.396920614582299,EG3612 – Vacation Industrial Attachment,"Testing of raw material, in-process control samples and final product Implement and maintain cGMP Effectively perform various laboratory techniques Ensure all equipment is used and maintained in GMP environment Requirements: Minimum  Degree in any science related courses or above Experience in HPLC / GC Familiar with GMP / GLP environment Able to start immediate or within short notice period If you meet the requirements of this role, please email a detailed resume in Word document to Cindy Wong CEI Registration No.: R2095121 Email: cindywong@recruitexpress.com.sg *All information will be treated with strictest confidence. We regret that only short-listed applicants will be notified. EA License No: 99C4599 EA Personnel No: R2095121 EA Personnel Name: Cindy Wong Xin Yi"
"Locum Occupational Therapist (Senior Care Centre & Nursing Home, Macpherson/Paya Lebar)",0.2817737402582477,"physiotherapists, singapore physiotherapy, diploma physiotherapy",4,0.14701215927127803,0.3875716554759551,BN4103 – Assistive Technology for Persons with Disability,"We are actively hiring for a client in a Senior Care Centre & Nursing Home setting in Singapore and we wish to invite interested therapists to apply the role. Job Code: SNHC22/12/OT Locum Occupational Therapist - 6 months contract Assess patients' physical, emotional, and cognitive challenges. Develop and implement customized therapy programs to enhance daily functioning. Teach patients adaptive techniques and recommend assistive devices. Work with families and caregivers to support patient rehabilitation. Modify environments (home, school, or workplace) to improve accessibility and safety. Collaborate with healthcare professionals, including physiotherapists and doctors. Monitor progress and adjust treatment plans accordingly. Project Details 3 days per week, 9am - 4pm Projected Commencement: from early January 2026 onwards Competitive hourly remuneration covered with Medical Malpractice + Complimentary access to CPE events conducted by Pacific Rehab Group Bachelor or Masters in Occupational Therapy Must be a Fully Registered AHPC ( Singapore ) Senior therapists are welcome to apply Drop in your CV to: hr@pacificrehab.com.sg Or WhatsApp 8022 6814 Quick SIGN UP here : https://form.jotform.com/250558451726461"
