title,description,semantic_avg_similarity,skill_votes,skill_coverage
Devops Engineer,"About The Role Bounteous is a
premier end-to-end digital transformation consultancy dedicated to partnering
with ambitious brands to create digital solutions for today’s complex
challenges and tomorrow’s opportunities. With uncompromising standards for
technical and domain expertise, we deliver innovative and strategic solutions
in Strategy, Analytics, Digital Engineering, Cloud, Data & AI, Experience
Design, and Marketing. One of key Financial Services clients is
looking for a DevOps Engineer for a position based in Singapore. Who we are Comprising a team of experts, we focus on
enhancing the bank's capabilities in supporting key areas such as Risk, Wealth,
Retail, etc., with a strong emphasis on coordination in data management,
technology, and internal stakeholder collaboration. Upholding to the bank’s core value of being
enterprising, we are incredibly thrilled about strengthening this strategic
unit’s capabilities for the bank, envisioning significant progress and
innovation. We firmly believe that advanced analytics is a pivotal factor in
delivering premier AI services to our stakeholders. Your Profile We seek individuals with highly developed
conceptual, strategic, and analytical skills, capable of striking a balance
between visionary thinking and practical solutions. The ability to comprehend,
inspire, and mobilize others is crucial. A business-oriented mindset coupled
with effective storytelling will drive your success. We are looking for
self-starters ready to take on responsibilities with enthusiasm. Roles & Responsibilities Developing and maintaining the entire DevOps pipelines. Coordinate with the stakeholders from requirements
     gathering until successful implementation DevOps pipeline on boarding. Support developers in preparation of JIRA deployment tickets as
     part of change management Work with the vendors and for internal platforms to setup
     centralized DevOps solutions considering market best practice, Industry
     standard and ease of support. Work with the vendors and for internal platforms to upgrade the
     DevOps tools farm and integrating with tools. Lead analysis and resolution of root cause for Test
     Orchestration / Environment related issues Ability to multitask and work in a fast-paced,
     collaborative team environment. Excellent written and oral communication skills ;
     writing, publishing and conference-level presentation skills Stays current with industry trends and leads development of key
     DevOps, Runtime, and Operational innovation platforms. Technical Skills required: Deep technical background, with hands-on experience in
     supporting CI/CD pipelines (Bitbucket, Jenkins, Artifactory, Sonar,
     Veracode for SAST, JIRA and Confluence). Hands on experience building CI/CD pipelines orchestration by Jenkins, GitLab CI, GitHub Actions or similar tools is a must-have. Must have experience in containerizing applications and have
     hands-on with building pods / containers in Kubernetes Good Experience on OpenShift or AWS Prior technical background on different build and branching
     strategies . Deep technical background on Kubernetes deployment
     process. Good knowledge on maintaining/deploying secrets in
     Kubernetes. Prior working experience in setting up Jira workflow . Strong hands-on experience on Shell or Groovy
     scripting. Prior experience is customizing JIRA and Setting
     up confluence spaces. Prior hand-on experience in setting up CI/CD pipeline as
     a centralized solution. Hand on experience in setting up DevOps governance , Security standards and audit requirements. Prior experience in setting up DevOps pipeline in internal and external cloud offerings. Experience with continuous testing , techniques and tools
     ( Junit , Sonar Cube, Veracode etc.) Technical exposure of automation accomplished with
     advanced Python, Chef, Ruby and PowerShell Experience in managing hybrid cloud/on-prem environments. Familiarity with observability platforms and incident
     response workflows . Working knowledge of AI / Machine Learning applications
     will be an advantage. Working knowledge of Big Data environment like Hadoop, Cloudera
     and ElasticSearch Soft Skills Good knowledge of Agile process and principles Strong in Software Engineering fundamentals Excellent communication skills Attention to detail Analytical mind and problem-solving aptitude Strong Organizational skills Visual Thinking Team management skills Key Technical Domains: • CI/CD software, tools and
process o Bitbucket o Jenkins o JIRA o Artifactory o Confluence o Sonar o Veracode for SAST What's on Offer Bounteous brings together 5000+ employees
spanning North America, APAC, and EMEA, and partnerships with leading
technology providers. Through advanced digital engineering, technology
solutions, and data-driven digital experiences, we create exceptional and
efficient business impact and help our clients win. Bounteous is focused on promoting an
inclusive environment and is proud to be an equal opportunity employer. We
celebrate the different viewpoints and experiences our diverse group of team
members bring to Bounteous. Bounteous does not discriminate on the basis of
race, religion, colour, gender identity, sexual orientation, age, physical
or mental disability, national origin, or any other status protected under
state, or local law.",0.20933529644138849,0,0.0
R&D Software Engineer (Web Stack Technologies),"Please submit your application via Thermo Fisher Job Portal: https://jobs.thermofisher.com/global/en/job/R-01336522/Engineer-II-Software Do you have a passion for innovative ideas and groundbreaking discoveries? With over $1 billion invested annually in R&D, at Thermo Fisher Scientific you’ll help solve some of the world’s toughest challenges, from giving cancer patients hope, ensuring safe drinking water and helping law enforcement tackle cases through forensics. We empower our teams to put science into meaningful action and give our R&D colleagues the autonomy, resources and tools they need to take science a step beyond. Location/Division Specific Information Marsiling, SG / Genetic Sciences, qPCR/dPCR instrument How you will make an impact You will be part of an innovative software team that develops instrument software that control an instrument and allows scientists to interact with instrument features intuitively. You will work closely with product managers and engineering teams around the world to develop the instrument. You will work on sophisticated solutions using full stack technology and reusable UI components. What you will do Design and implement features based on requirements and specifications. Well verse in object-oriented programming and functional code design. Develop a novel UX, implementing the design provided by an internal team Development and support of GUI, analysis, communications, and instrument control software Integration of algorithms & mathematical functions for identification and quantification of data collected by instruments Understand the business needs, analyze the workflows, and carry out integrations across different sub-components. How you will get here Education: BS in Computer Science or Bioengineering (with software focus) or equivalent Experience, Knowledge, Skills, Abilities 2 - 3 years of software development experience in the software industry, preferably involving hardware and software integrations. Fresh graduates or candidates with less experience are welcome to apply and may be considered for a junior position. Knowledge of current software development methodologies Experience in source control (i.e., GitHub) and CI/CD pipeline. Preferred Qualifications Strong in web stack technologies is a must. Previous experience of developing web applications using front-end technologies like Angular, React, VueJS and Electron is a plus. Proven background in core Java or Python. Good understanding of data structures, design patterns, object-oriented design, and algorithms used in programming. Excellent teamwork and collaboration skills. Ability to manage high priority tasks and adapt to changes in priorities. Effectively communicates and illustrates ideas; contributes critically and positively to a team.",0.24587349990165444,0,0.0
"Manager, Adjuncts and Events Management, SCIS","COMPANY DESCRIPTION Singapore Management University is a place where high-level professionalism blends together with a healthy informality. The 'family-like' atmosphere among the SMU community fosters a culture where employees work, plan, organise and play together - building a strong collegiality and morale within the university. Our commitment to attract and retain talent is ongoing. We offer attractive benefits and welfare, competitive compensation packages, and generous professional development opportunities - all to meet the work-life needs of our staff. No wonder, then, that SMU continues to be given numerous awards and recognition for its human resource excellence. RESPONSIBILITIES This position is for School of Computing and Information Systems (SCIS). Manage the entire function of adjuncts' recruiting, hiring, onboarding and offboarding: Liaise with the Undergraduate team to determine the number of headcounts required for each term. Prepare requisitions for adjunct headcounts, including prepare and submit Job-bank postings. Prepare summary of applicants for Associate Dean's (Undergraduate Education) evaluation. Prepare offer letters and other required forms for adjuncts' hiring and payroll processing. Attend to and manage adjuncts' onboarding and offboarding process. Maintain and ensure compliance to government's regulatory policies and SMU/SCIS policies and guidelines. Plan, forecast and manage adjuncts' budget. Any other admin work related to the function. Guide the SCIS faculty organiser in planning the budget for the conference/event. Lead and manage the tender process for procurement. Manage revenue and expenses of events and conferences to ensure compliance. Liaise with SCIS faculty hosting the event and the external professional organisation of the event on all financial matters. Ensure adherence to relevant SMU policies and government regulatory policies. P&L reporting and transactions reconciliation for events and conferences. Liaise with SMU OFIN to reconcile all revenue and expenses at the end of each event. Prepare reports and statements for audit after the conference/event. Lead the execution (admin and logistics) of the conference/event. Provide administrative and logistics support to SCIS visiting faculty and research talks by visitors. Manage reimbursement of visiting faculty. Other duties as assigned. QUALIFICATIONS University degree with 5 years of relevant work experience or diploma with at least 8 years of experience, preferably in the education industry. Self-motivated with strong interpersonal and communication (both verbal and written) skills. Strong analytical, administrative and problem-solving skills. Good financial accounting/budgeting ability. Able to work independently and at the same time, be an excellent team player. OTHER INFORMATION #LI-KC1 Candidates who do not possess the stipulated qualifications but have relevant work experience may still apply. Remuneration and appointment terms shall commensurate with qualifications and experience. SMU reserves the right to modify the appointment terms where necessary. Please note that your application will be sent to and reviewed by the direct employer - Singapore Management University",0.18166722549384295,0,0.0
Financial Planning & Transformation Analyst,"We are hiring Financial Planning & Transformation Analysts as part of our ongoing efforts to build a strong transformation and analytics capability within the Accounting & Finance and Tax Departments. This role will shape and implement process improvements, drive data-backed decision-making, and support the departments in achieving long-term operational efficiency and digital enablement. Responsibilities Review and map current workflows to identify inefficiencies and opportunities for improvement. Develop and maintain SOPs and future-state process designs.Gather, analyse, and translate business requirements for new systems, tools, and automation. Support the evaluation, testing, and rollout of workflow, digital, and automation solutions. Manage project timelines, deliverables, stakeholder communication, and prepare for progress reporting. Analyse operational and financial data (budgets, forecasts, margins) to identify efficiency gaps and provide insights that inform transformation priorities. Required Skills & Experience: Degree in Accounting, Finance, Business, Information Systems, or a related field. 4–7 years of experience in financial planning, business analysis, process optimisation, or operations improvement. Strong communication, stakeholder management, and project coordination skills, with an understanding of professional services workflows being an advantage. Strong analytical skills with the ability to interpret financial and operational data. Experienced in documenting processes, gathering requirements, and supporting workflow or automation tool implementation. Proficient in Excel for data analysis and reporting while proficiency with BI tools or accounting/workflow systems (e.g., Power BI, Xero ecosystem, automation platforms) is a plus.",0.17876942305739532,0,0.0
Research Engineer (in Multimodal AI ) - MRP,"Job Purpose: The primary responsibility of this role is to deliver on an industry innovation research project where you will be part of the research team to develop a Multimodal AI for Fire Detection & Safety Systems. Key Responsibilities: Participate in and manage the research project with Principal Investigator (PI), Collaborator and the research team members to ensure all project deliverables are met. Undertake these responsibilities in the project: - Develop and deploy multimodal AI algorithms for fire, smoke, and hot-work detection by fusing optical, thermal/infrared, LiDAR, RADAR, and gas sensor data under varying environmental conditions. - Design computer vision and human-behavior analysis models for detecting personnel, posture, casualties, and hazardous situations, including operation in low-visibility scenarios. - Implement scene mapping, environment perception, and path-planning algorithms using LiDAR and RADAR data to support evacuation guidance and first-responder navigation. - Build real-time predictive models for fire intensity and spread forecasting and integrate LLM-based scene description and decision support into an end-to-end deployable system. Carry out Risk Assessment, and ensure compliance with Work, Safety and Health Regulations. Coordinate procurement and liaison with vendors/suppliers. Work independently, as well as within a team, to ensure proper operation and maintenance of equipment. Job Requirements Bachelor’s degree (minimum) in Electrical / Electronics Engineering, Computer Engineering, Computer Science, Robotics, or a closely related discipline, with foundational knowledge in signal processing and machine learning. Working knowledge of computer vision and deep learning concepts, including object detection and image-based classification, with hands-on experience using Python and at least one deep learning framework (e.g., PyTorch or TensorFlow). Basic experience handling and processing sensor data (e.g., camera, thermal, LiDAR, RADAR, or similar perception sensors) in real-world or laboratory settings. Familiarity with Linux-based development environments and standard software tools for data analysis, model training, and evaluation. Ability to independently implement, test, and document applied research solutions, with prior experience through projects, internships, or research assistantships considered sufficient. Prior experience in publishing is desirable.",0.2308613876216733,0,0.0
Project manager (Cheque clearing),"We are looking for experienced professionals to support a project related to Singapore cheque clearing for SGD and USD. The ideal candidates must have hands-on domain knowledge and prior experience in Singapore’s cheque clearing processes, systems, and regulatory requirements. Both roles require strong understanding of the operational and technical workflows involved in cheque clearing within the Singapore banking ecosystem. 1. Project Manager (PM) Key Responsibilities: •Lead and manage end-to-end delivery of the Singapore cheque clearing project (SGD & USD). •Coordinate with internal teams, external vendors, and stakeholders. •Develop project plans, timelines, and progress reports. •Identify project risks and drive mitigation strategies. •Ensure compliance with MAS and local clearing regulations. •Facilitate project meetings and document key decisions. •Oversee user acceptance testing (UAT) and implementation activities. Required Skills & Experience: •Proven experience as a Project Manager in banking or financial services. •Mandatory: Prior experience in Singapore cheque clearing domain. •Strong understanding of cheque clearing workflows, systems, and regulations. •Excellent communication, stakeholder management, and documentation skills. Ability to manage cross-functional teams and drive on-time delivery",0.17805739734602957,0,0.0
BIM Manager,"Responsibilities: • Lead BIM team and ensuring projects meet required quality and compliance standards. • Prepare and maintain execution frameworks to support consistent project delivery. • Apply advanced modelling approaches within broader digital project delivery strategies. • Identify and address coordination issues across disciplines, facilitating resolution through structured meetings. • Oversee project planning and cost-related modelling workflows. • Diagnose and resolve technical challenges in digital models promptly. • Supervise and mentor the BIM team, fostering skills development and performance improvement. • Advise on strategic implementation of digital design methodologies. • Manage project resources and timelines for efficient delivery. • Organise and deliver training to enhance technical capabilities within the team. Requirements: • Degree in Architecture or Specialist Diploma in BIM • At least 5 years’ experience in BIM management • Familiar with Singapore and industry-specific modelling standards • Commitment to staying informed on emerging digital design trends and practices • Strong knowledge of design processes, tools, and related technologies • Excellent communication and interpersonal skills • Proven leadership and team management experience Please submit your resume in MS Word format to sunnie@united-personnel.com Please remember to include your 1) Recent photo 2) Current salary & Expected salary 3) Notice period UNITED PERSONNEL SERVICES 21 Bukit Batok Crescent #11-74 WCEGA Tower Singapore 658065 Tel: +65 6565 1939 www.united-personnel.com EA Licence Number: 05C5278 Registration No.: R1103477 (All applications will be treated in strictest confidence. We regret that only shortlisted candidates would be notified)",0.1805268614634803,0,0.0
Material Planner (Electronics Mfg/ Loyang Area) Entry level are welcome,"Generated MRP and advise Purchasing on the procurement of raw materials Coordinate with respective sections to ensure raw materials on-time schedule Monitor and coordinate with production and Store to ensure smooth supply of raw materials Update of materials arrival date in the daily sales order listing Daily input review to ensure material availability for production Review, analyze forecast accuracy, consumption trends and production capacity Materials forecast orientation with Purchasing/Supplier base on Sales forecast Work closely with Sales, Purchasing and Warehouse to update the forecast and ensure on-time ordering, receipt, delivery of raw materials Identify, negotiate, and resolve any conflict with different departments related to material availability, Capacity, and order fulfilment Requirements: Degree/Diploma in manufacturing/supply chain management/engineering or any related fields Knowledge in MRP system preferred Basic inventory management and warehouse management Good communication and interpersonal skills with ability to interact with various stakeholders Adaptable and able to perform effectively in a fast-paced environment with changing priorities Proficiency in Microsoft Excel and other office applications Entry level are welcome as training will be provided. 5 days work week Electronics Engineering Loyang Area Interested Applicants, kindly email your detailed resume to hr@tempserv.com.sg Tempserv Pte Ltd License No: 06C3745 Attention: Audris Teo / EA Personnel No: R1102063",0.17438747557698273,0,0.0
"Lead Software Engineer, React/Java, Equities Technology","We have an opportunity to impact your career and provide an adventure where you can push the limits of what's possible. A Lead Full Stack Engineer is required to drive the development of the next generation of features for an Equities front office risk and aggregation platform. We have an exciting opportunity within an agile development team working on a best-in-class pre-trade and risk aggregation platform for an Equities front office market making desk. You will collaborate with skilled engineers across global teams and gain experience with the complete risk management lifecycle for an Equities front office desk. As a Lead Software Engineer at JPMorgan Chase Equities Trading Business, you serve as a Lead Engineer on our agile team to design and deliver trusted market-leading technology products in a secure, stable, and scalable way. You will partner with Product Owners, Trading and Quantitative Research to bring their vision of the next set of critical business functions into reality. Job responsibilities • Own the delivery of value-add activities as part of a scrum team and be an active member governing the overall platform. • Enhance and develop new features for risk aggregation and hedging, leveraging React and Java • Act as a Lead developer who will help set direction and best practice around automated testing, platform framework, SDLC as well as acting a point of contact for more junior developers to give them guidance on best practices. • Collaborate with other frontend developers to get involved with code reviews and building up our suite of re-suable components to facilitate faster development. • Closely collaborate with a number of teams including Trading, Sales and Quantitative Research, UX as well as other technology teams. Required qualifications, capabilities, and skills • Bachelor’s degree in computer science, Engineering, Mathematics, or other related disciplines • 8 or more years of software engineering experience. Mastery in Java with respect to designing, coding, testing , and software delivery • Commercial experience working with React and Java • Experience in designing scalable micro-services using RESTful • Knowledge of the web technologies (Sass/CSS/HTML/Javascript/Typescript/NodeJS ecosystem and bundling tooling) • Knowledge of server side technologies (Spring/Spring boot, messaging frameworks such as ActiveMQ, Kafka, maven/gradle, junit mocking  frameworks) • Experience in developing, debugging and automated testing (e.g. react testing library / cypress) within a commercial setting • Expertise in Databases, relational, and No-SQL and JVM performance analysis including profiling, heap dump analysis, thread dump analysis, and GC tuning within a commercial setting • Solid understanding of CI/CD (e.g. Jenkins), Application Resiliency, and Security Preferred qualifications, capabilities, and skills • Exposure to frontend libraries such as ag-grid, highcharts, state management such as redux • Working within Investment Bank / Finance Technology • Experience in leading an agile delivery team leveraging scrum, sprint planning, retrospectives and reporting progress to senior stakeholders. To apply for this position, please use the following URL: https://ars2.equest.com/?response_id=5f9b51ffad87f36e9080dea6b8915677",0.2181727338207592,0,0.0
"100X Customer Service, Interviewer | Central","Office: Novena Contract Duration: 6 months Working Days and Hours: 5 days work week across Monday to Sunday Up to 44 hours per week (based on roster) Eg: 12:00pm to 9:30pm Work closely with team-mates on assigned respondents to attain surveys completion. Update daily report accurately to account for productivity and surveys attainment. Diligently input case notes into system for each respondent to allow future reference and follow up action plans. i.e. call outcome, refusal to participate in survey etc. Attain key performance indicators (KPI) established. Job Requirements: At least ‘A’ levels qualification or equivalent. Equipped with work experience in survey operations, sales, or customer service role. Those without the academic qualifications will be considered with relevant work experience. Applicants with call center background, direct sales and customer fronting will be advantageous. Able to handle objections and complaints and proficiently de-escalate these cases. Proficient in Microsoft Excel and internet usage. Effective team player but also an efficient individual contributor. Selected applicants are required to complete a training course and pass the assessment test before being deployed to operations. Only Singaporeans may apply. Interested candidate please click ""APPLY"" to begin your job search journey and submit your CV directly through the official PERSOL job application platform - GO Mobile We regret to inform that only shortlisted candidates will be notified. By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOL Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolsingapore.com/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy. PERSOL Singapore Pte Ltd • RCB No. 200007268E • EA License No. 01C4394• Reg. R25159218 (Teoh Ying Ying)",0.18569820280584418,0,0.0
"Manager, Data Science","You Lead the Way. We’ve Got Your Back. With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities and each other. Here, you’ll learn and grow as we help you create a career journey that’s unique and meaningful to you with benefits, programs, and flexibility that support you personally and professionally. At American Express, you’ll be recognized for your contributions, leadership, and impact—every colleague has the opportunity to share in the company’s success. Together, we’ll win as a team, striving to uphold our company values and powerful backing promise to provide the world’s best customer experience every day. And we’ll do it with the utmost integrity, and in an environment where everyone is seen, heard and feels like they belong. Join Team Amex and let's lead the way together. At American Express, our mission is to elevate the customer experience daily by delivering unparalleled products and services. We are on the lookout for a Manager in the realm of Artificial Intelligence (AI) and Machine Learning (ML), specializing in Natural Language Processing (NLP) and Generative AI. This role is pivotal in advancing our data science capabilities to bolster enterprise-wide initiatives, in collaboration with our Technology, Marketing, Servicing, and Risk departments. Role Overview: As a Manager, NLP and Generative AI, you will play a crucial role in the development and implementation of cutting-edge NLP solutions that address significant business challenges. Working closely with cross-functional teams, you will leverage your expertise in NLP to enhance our product offerings and streamline operational processes. Your contributions will directly impact our strategic goals, driving innovation and excellence in customer interactions. Key Responsibilities: Lead the design and development of NLP and Generative AI projects, ensuring alignment with business objectives and scalability across the organization. Conduct applied research in NLP to identify and deploy advanced techniques that enhance our data science capabilities, focusing on delivering practical business solutions. Foster a culture of innovation by staying abreast of the latest trends in AI and NLP, and actively sharing knowledge and insights to contribute to the collective growth and technical proficiency of the team. Manage project timelines, resources, and deliverables using agile methodologies, ensuring efficient progress from conception to deployment. Collaborate with the Technology team to integrate NLP solutions into our existing systems and platforms, enhancing functionality and user engagement. Qualifications: Ph.D. degree in a quantitative discipline (e.g., Computer Science, Engineering, Statistics, Mathematics). Extensive experience in machine learning, NLP, and Generative AI, with a demonstrated ability to manage projects from inception to completion. Proven expertise in applying deep learning and NLP techniques to solve complex problems, with a portfolio of projects that have delivered tangible business outcomes. Solid understanding of Large Language Models and practical experience with Generative AI Solid understanding of agile project management principles, with experience leading teams and managing projects in a fast-paced environment. Excellent communication and leadership skills, with the ability to collaborate effectively with both technical and non-technical teams. Strong problem-solving abilities, with a creative and analytical approach to tackling challenges and driving results.",0.1898268231163072,0,0.0
"Middle to Back Office, Banking Entry Level Positions (Ongoing Recruitment) UID:2269","Location: East / Central / West Employment Type: Contract (6 - 12 months) About the Role: We are continuously looking for talented professionals to join our middle-to-back office banking teams for our client. These roles support critical banking operations, ensuring smooth transaction processing, risk management, compliance, and client servicing. Key Responsibilities: Process and reconcile      financial transactions accurately and timely. Support trade settlements,      payments, and documentation. Ensure compliance with      regulatory and internal policies. Collaborate with front-office      teams and other departments for seamless operations. Assist in reporting, data      analysis, and process improvements. Requirements: Degree in Finance, Business,      or related field. Prior experience in banking      operations, risk, compliance, or finance is an advantage. Strong attention to detail      and problem-solving skills. Ability to work efficiently      in a fast-paced environment. Proficiency in banking      systems and Microsoft Office. EA License No. 01C4394 • RCB No. 200007268E • Lim Jia Jie EA Registration No. R22108969 By sending us your personal data and CV, you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for account creation in GO and the purposes set out in the Privacy Policy https://www.persolkelly.com.sg/policies . You acknowledge that you have read, understood, and agree with GO’s Terms of Use https://go.persolkelly.com/Tac and the Privacy Policy. If you wish to withdraw your consent, please email us at dataprotection@persolkelly.com. Please feel free to contact us if you have any queries.",0.1782106538597952,0,0.0
Project Manager,"Job Summary Lead and manage large-scale sensor deployment projects, ensuring timely delivery and integration of ICT infrastructure and cybersecurity measures. Collaborate with stakeholders to optimize system performance and drive innovation in sensor technologies and data analytics. Responsibilities Deliver projects on schedule and within budget by resolving or escalating issues promptly to management. Provide regular progress updates to management, highlighting milestones, risks, issues, and expenditure tracking. Engage and coordinate with all relevant stakeholders to ensure successful system delivery. Identify and mitigate project risks to minimize impact on timelines and outcomes. Manage contractual and payment matters to ensure compliance with service level agreements. Design systems and processes that comply with prevailing policies and security guidelines. Oversee integration and testing of hardware and software components to meet contractual requirements. Collaborate with external agencies to enhance sensor systems through augmented analytics. Optimize sensor deployment to reduce duplication using data engineering techniques. Ensure data confidentiality, integrity, and availability by applying cybersecurity best practices. Integrate sensors with backend applications and coordinate with AI and data engineering teams for seamless interfacing. Foster collaboration across agencies to leverage Whole-Of-Government synergies. Simplify complex ideas and effectively present to stakeholders and senior management. Stay informed on technological advances in sensors, data analysis, architectures, and government policies. Required competencies and certifications Demonstrated experience in deployment and maintenance of large-scale front-end sensors. Strong planning, project management, facilitation, problem-solving, and organizational skills. Proven ability to work independently with proactivity and responsibility. At least 3 years of relevant networking experience for Engineer/Lead Engineer roles; 8 years for Principal Engineer roles in enterprise environments. Knowledge of system and network integration, ICT infrastructure construction (structures, electrical, network installation, wireless transmission). Understanding of cybersecurity principles related to edge sensor integration. Tertiary qualification in computer science, electrical engineering, information systems, or related engineering fields. Fresh graduates without experience may be considered for entry-level roles. Preferred competencies and qualifications Knowledge of video surveillance technology including transmission, data storage, and data security technologies. Experience in critical operation activities related to sensor systems. Project Management Professional (PMP) or equivalent certification. Postgraduate qualifications or more than 5 years of relevant experience for senior positions. Strong interest in technology and innovation.",0.22190557609858086,0,0.0
Software Engineer (NodeJS or Golang) - A26012,"Activate Interactive Pte Ltd (“Activate”) is a leading technology consultancy headquartered in Singapore with a presence in Malaysia and Indonesia. Our clients are empowered with quality, cost-effective, and impactful end-to-end application development, like mobile and web applications, and cloud technology that remove technology roadblocks and increase their business efficiency. We believe in positively impacting the lives of people around us and the environment we live in through the use of technology. Hence, we are committed to providing a conducive environment for all employees to realise their full potential, who in turn have the opportunity to continuously drive innovation. We are searching for our next team members to join our growing team. If you love the idea of being part of a growing company with exciting prospects in mobile and web technologies that create positive impact on people’s lives, then we would love to hear from you. Co-Development Business Unit is looking for Software Engineer (NodeJS and/or Golang) Internal Code: A26012 This is a fixed term contract role. The engagement is from February 2026 to February 2027. What will you do? We develop the Smart Nation infrastructure and applications and facilitate collaboration with citizens and businesses to co-develop technologies. Join us as we support Singapore's vision of building a Smart Nation - a nation of possibilities empowered through info-communications technology and related engineering. Our objective is to catapult our government infrastructure into the new digital era with faster time to market, operational agility, automated deployment and scalability. We are an agile development and operations house that is bold, agile and collaborative. The team is responsible for designing, prototyping, building and operating different products and services. As a Software Engineer (BackEnd), you will help to level up the team's competency with your valuable past experiences. Experiences of failure are just as important as those of success. You will drive, implement, deploy, maintain and operate products or key components of your products. You will work closely with different teams to deliver the best possible and impactful Solutions. If you are looking for opportunities to collaborate with leading industry experts and be surrounded by highly motivated and talented peers, we welcome you to join us. Make a difference by taking up the key role and be part of the passionate and inspirational team. Ownership over feature design and implementation, with a focus on sound technical choices and maintainability. At times, this would be in collaboration with other software engineers. What are we looking for? 3-5 years of relevant experience Proficient in at least one programming language, such as JavaScript/TypeScript, Golang, Java, Python, or C++ Candidates with Nodejs or Golang experience are preferred Familiar with common Internet technologies, including but not limited to backend, database, MQ, caching, microservice architectures and/or cloud infrastructure. Contribute in technical discussions and solutioning sessions. Possess good coding and documentation habits, pay attention to code style, familiar with basic design patterns and principles, and continuously focus and optimize projects Autonomy to drive the direction of the product Chance to work on creating developer tooling systems from the ground up, from research all the way to implementation. Chance to work with different development teams while enabling them to be more productive at the same time Excellent teamwork and communication skills; communicating technically complex ideas to non-technical people effectively is a plus Having a growth mindset and willing to share knowledge to grow together with the team Enjoy making data driven decisions Understand that problems can be solved in different ways, sometimes not with engineering; understand how these solutions can and should be evaluated. Willing to learn and own fullstack Experience in frontend technologies (HTML, CSS and JS/TS) as well as any web framework (React, Angular, Vue) Experience in backend JavaScript (Node.js)/TypeScript or other backend frameworks Experience with automated testing Experience with deployments cloud infrastructure such as AWS, Azure, or Google Cloud Would be a plus if you have: Experience in frontend technologies (HTML, CSS and JS/TS) as well as any web framework (React, Angular, Vue) Experience in backend JavaScript (Node.js)/TypeScript or other backend frameworks Experience with automated testing Experience with deployments cloud infrastructure such as AWS, Azure, or Google Cloud What do we offer in return? Fun working environment Employee Wellness Program To work in Singapore Government Agencies projects We provide structured development framework and growth opportunities. (We are a “SHRI 2025 Gold winner” in “Learning & Development; Coaching & Mentoring”) Why you'll love working with us? If you are looking for opportunities to collaborate with leading industry experts and be surrounded by highly motivated and talented peers, we welcome you to join us. We provide all employees with equal opportunities to grow and develop with us. We believe your success is our success. Does it sound like something you are interested in exploring further? Please be in touch with our team for an initial chat at chi@activate.sg Activate Interactive Singapore is an equal opportunity employer. Employment decisions will be based on merit, qualifications and abilities. Activate Interactive Pte Ltd does not discriminate in employment opportunities or practices on the basis of race, colour, religion, gender, sexuality, national origin, age, disability, marital status or any other characteristics protected by law. Protecting your privacy and the security of your data are longstanding top priorities for Activate Interactive Pte Ltd. Your personal data will be processed for the purposes of managing Activate Interactive Pte Ltd’s recruitment related activities, which include setting up and conducting interviews and tests for applicants, evaluating and assessing the results, and as is otherwise needed in the recruitment and hiring processes. Please consult our Privacy Notice () to know more about how we collect, use, and transfer the personal data of our candidates. Here you can find how you can request for access, correction and/or withdrawal of your Personal Data.",0.17343604308129565,0,0.0
Junior Investment Analyst,"Broad Peak is looking for a junior investment analyst to support its investment process focused on investing in publicly traded equities and debt instruments in the Pan Asia region. This is a graduate hire role and is not open to those with prior employment or anyone who has graduated for more than twelve months. What Will You Learn & Do In The Role In this role, you will be required to support Broad Peak’s senior investment analysts in: developing and maintaining financial models, performing investment due diligence and generally helping in tasks needing to be performed as part of the investment process; undertaking industry research and financial analysis; monitoring news and other events related to investments in the portfolio; and helping develop tools and executing on projects that will help improve the overall investment process. What Attributes Should You Have You should be able to demonstrate the following attributes: rigorous research skills and good attention to detail; excellent numerical skills and the ability to apply them; proficiency in excel and the ability to build foundational financial models; proficiency in using Bloomberg with the knowledge of how to extract financial information into spreadsheets and other destinations; a keen interest in current affairs; the ability to work effectively under pressure and within tight time constraints; an inquisitive and analytical mind with the ability to problem-solve; a good communicator and a team player who is able to listen to and take instructions effectively; and having a genuine interest in investing (and possibly having done some personal investing already).",0.18964488161095414,0,0.0
